Item ID,Item Name,,Economy,Double,"Single/
ICU","Classic 
Deluxe",Suite,,,,
NEU047,NCV4 LIMBS MOTOR+ SENSORY+EMG,,4000,4400,4800,5300,5300,,,,
NEU048,NERVE BIOPSY,,1600,1800,1900,2100,2100,,,,
NEU049,SSEP (ALL LIMBS),,4300,4300,4300,4300,4300,,,,
NEU050,SSEP (TWO LIMBS),,2700,2700,2700,2700,2700,,,,
NEU051,IONM (Intraoperative Neurophysiological Monitoring),,10000,10000,10000,10000,10000,,,,
OBS001,Endometrial biopsy,,2960,2960,2960,2960,2960,,,,
OBS002,Cervical polypectomy,,3550,3550,3550,3550,3550,,,,
OBS003,Cryocautary,,2960,2960,2960,2960,2960,,,,
OBS004,Labial cyst. I &d,,3490,3490,3490,3490,3490,,,,
OBS005,IUCD Insertion,,2100,2100,2100,2100,2100,,,,
OBS006,Debridement,,1500,1500,1500,1500,1500,,,,
OBS007,IUCD removal (Obs-Gyn),,870,870,870,870,870,,,,
OBS008,IUI ( Intra Utrine Insemination ),,4650,4650,4650,4650,4650,,,,
OBS009,"Mirena Insertion - (LA,GA)(PKG)",,7560,7560,7560,7560,7560,,,,
OBS010,Non Stress Test (Obs-Gyn),,300,300,300,300,300,,,,
OBS011,Cryotherapy ,,2200,2200,2200,2200,2200,,,,
OBS012,electrocauterization,,1200,1200,1200,1200,1200,,,,
OBS013,Mirena Insertion Procedure charges(opd),,2500,2500,2500,2500,2500,,,,
OBS014,"USG OBS FOR AFI,Presentation,Localisation of Placenta",,500,500,500,500,500,,,,
OBS015,USG OBS For RPOC,,500,500,500,500,500,,,,
ONC001,Bone Marrow Aspiration -(Onco),,3950,3950,3950,3950,3950,,,,
ONC002,Bone Marrow Biopsy - (Onco),,6700,6700,6700,6700,6700,,,,
ONC003,Bone Marrow Biopsy and Aspiration (oncology),,7550,7550,7550,7550,7550,,,,
ONC004,Chemoport Flushing Charges (Medical Onco),,540,540,540,540,540,,,,
ONC005,Chemotherapy planning and counseling charges,,2500,2500,2500,2500,2500,,,,
ONC006,Cytotoxic handling charges,,200,200,200,200,200,,,,
ONC007,Dressing-Medium (Onco),,1550,1550,1550,1550,1550,,,,
ONC008,Drug Admixing charges,,1000,1000,1000,1000,1000,,,,
ONC009,Multiple Drugs Chemotherapy,,4850,4850,4850,4850,4850,,,,
ONC010,PEG dressing,,480,480,480,480,480,,,,
ONC011,PICC dressing charges (Medical Onco),,700,700,700,700,700,,,,
ONC012,Single Drug Chemotherapy,,3900,3900,3900,3900,3900,,,,
ONC013,PICC Line Insertion,,5600,5600,5600,5600,5600,,,,
ONC014,Chemotheraphy Intra-Thecal (Per Day),,5000,5000,5000,5000,5000,,,,
ONC015,Hickman Line Insertion(LA),,5000,5000,5000,5000,5000,,,,
ONC016,Biologicals Administration and Monitoringcharges,,6000,6000,6000,6000,6000,,,,
ONC017,Lumber punture (ONCO),,5500,5500,5500,5500,5500,,,,
ONC018,Chemotheraphy Intra Vesical(Per Day),,6300,6300,6300,6300,6300,,,,
ONC019,Panendoscopy Diagnostic,,7000,7000,7000,7000,7000,,,,
OPTH001,Bandage Contact Lenses For Corneal Perforation,,930,930,930,930,930,,,,
OPTH002,C3R (Corneal Collaigen Crosslinking with Riboflavi,,29250,29250,29250,29250,29250,,,,
OPTH003,Corneal Foreign Body Removal,,550,550,550,550,550,,,,
OPTH004,Customised Lasik with Ultra thin Flap,,43300,43300,43300,43300,43300,,,,
OPTH005,Fundoscopy,,300,300,300,300,300,,,,
OPTH006,Fundus Fluorescein Angiography,,2200,2200,2200,2200,2200,,,,
OPTH007,GONIOSCOPY,,330,330,330,330,330,,,,
OPTH008,Indirect Ophthalmoscopy,,330,330,330,330,330,,,,
OPTH009,LASIK - BASIC,,23800,23800,23800,23800,23800,,,,
OPTH010,Lasik Work up,,2000,2000,2000,2000,2000,,,,
OPTH011,Peripheral Iridotomy Laser,,5450,5450,5450,5450,5450,,,,
OPTH012,PRP PER EYE,,2750,2750,2750,2750,2750,,,,
OPTH013,Refraction,,280,280,280,280,280,,,,
OPTH014,Retinopathy of Prematurity (ROP)-Laser Treatment,,3000,3000,3000,3000,3000,,,,
OPTH015,Yag Capsulotomy,,1750,1750,1750,1750,1750,,,,
OPTH016,Eye Wash,,100,100,100,100,100,,,,
OPTH017,Syringing of Eye,,100,100,100,100,100,,,,
OPTH018,Foreigh Body Removal- Conjunctival F.B,,100,100,100,100,100,,,,
OPTH019,Foreigh Body Removal- Corneal F.B,,100,100,100,100,100,,,,
OPTH020,Chalazion ( I & C),,1500,1500,1500,1500,1500,,,,
OPTH021,Abcess & Drainage,,1500,1500,1500,1500,1500,,,,
OPTH022,Concretion Removal,,100,100,100,100,100,,,,
OPTH023,Epilation,,100,100,100,100,100,,,,
OPTH024,Electrolysis,,500,500,500,500,500,,,,
OPTH025,Sub Conjunctival Injection,,100,100,100,100,100,,,,
OPTH026,Prosthetic Eye,,1000,1000,1000,1000,1000,,,,
OPTH027,Applanation tonometry(B/L),,100,100,100,100,100,,,,
OPTH028,Applanation tonometry(U/L),,50,50,50,50,50,,,,
OPTH029,Gonioscopy (B/L),,100,100,100,100,100,,,,
OPTH030,Gonioscopy (U/L),,50,50,50,50,50,,,,
OPTH031,Pachymetry(B/L),,100,100,100,100,100,,,,
OPTH032,Pachymetry(U/L),,50,50,50,50,50,,,,
OPTH033,Keratometry(B/L),,100,100,100,100,100,,,,
OPTH034,Keratometry(U/L),,50,50,50,50,50,,,,
OPTH035,Pre - Cataract Work-up (B/L,,100,100,100,100,100,,,,
OPTH036,Pre - Cataract Work-up (U/L,,50,50,50,50,50,,,,
OPTH037,Synoptophore(B/L),,100,100,100,100,100,,,,
OPTH038,Synoptophore(U/L),,50,50,50,50,50,,,,
OPTH039,Perimetry (B/L),,100,100,100,100,100,,,,
OPTH040,Perimetry (U/L),,50,50,50,50,50,,,,
OPTH041,Fundus examination(B/L),,100,100,100,100,100,,,,
OPTH042,Fundus examination(U/L),,50,50,50,50,50,,,,
OPTH043,Fundus photo(B/L),,500,500,500,500,500,,,,
OPTH044,Fundus photo(U/L),,250,250,250,250,250,,,,
OPTH045,Yag capsulotomy(LASER)(B/L),,2500,2500,2500,2500,2500,,,,
OPTH046,Yag capsulotomy(LASER)(U/L),,1250,1250,1250,1250,1250,,,,
OPTH047,Yag iridotomy laser(B/L),,2500,2500,2500,2500,2500,,,,
OPTH048,Yag iridotomy laser(U/L),,1250,1250,1250,1250,1250,,,,
OPTH049,Optical coherence tomography (OCT)(B/L),,2500,2500,2500,2500,2500,,,,
OPTH050,Optical coherence tomography (OCT)(U/L),,1250,1250,1250,1250,1250,,,,
OPTH051,Minor Eyelid Repair,,1500,1500,1500,1500,1500,,,,
OPTH052,Barrage Laser-01,,4000,4000,4000,4000,4000,,,,
OPTH053,Barrage Laser-02,,5000,5000,5000,5000,5000,,,,
OPTH054,ROP screening test,,1500,1500,1500,1500,1500,,,,
OPTH055,Panretinal photocoagulation (Laser therapy)( Single Eye per Sitting),,3000,3000,3000,3000,3000,,,,
OPTH056,Panretinal photocoagulation (Laser therapy)( Both Eye per Sitting),,6000,6000,6000,6000,6000,,,,
OPTH057,Perimetry - Both Eye,,1000,1000,1000,1000,1000,,,,
OPTH058,Perimetry - Per Eye,,500,500,500,500,500,,,,
OPTH059,Biometry(B/L),,100,100,100,100,100,,,,
OPTH060,Biometry(U/L),,50,50,50,50,50,,,,
OPTH061,Chalazion Removal,,1500,1500,1500,1500,1500,,,,
OPTH062,EDTA For Band Shaped Keratopathy ( 45 ),,992,992,992,992,992,,,,
OPTH063,Eye Suture Removal,,500,500,500,500,500,,,,
OPTH064,Fundus photography(B/L),,300,300,300,300,300,,,,
OPTH065,Fundus photography(U/L),,150,150,150,150,150,,,,
OPTH066,Phacoemulsification with Pciol Tecnis Eyhance,,4200,4200,4200,4200,4200,,,,
OPTH067,Punctual Cautery,,1000,1000,1000,1000,1000,,,,
OPTH068,Sectoral Laser Per Eye,,2500,2500,2500,2500,2500,,,,
OPTH069,USG B-SCAN - BOTH EYE,,1000,1000,1000,1000,1000,,,,
OPTH070,USG B-SCAN - PER EYE,,500,500,500,500,500,,,,
ORTH001,Abcess Drainage- Small (Ortho),,800,800,800,800,800,,,,
ORTH002,Aspiration  small,,1000,1000,1000,1000,1000,,,,
ORTH003,Aspiration of Cyst - Deep / Image Guided,,2500,2500,2500,2500,2500,,,,
ORTH004,Aspiration of Cyst (superficial) / Knee / Shoulder,,1100,1100,1100,1100,1100,,,,
ORTH005,Buddy strapping - STS,,600,600,600,600,600,,,,
ORTH006,Cast AE/AK (Without Reduction),,1450,1450,1450,1450,1450,,,,
ORTH007,Cast AK/AE (with reduction),,1350,1350,1350,1350,1350,,,,
ORTH008,Cast BK/BE (with reduction),,1650,1650,1650,1650,1650,,,,
ORTH009,Cast BK/BE (without reduction) (Ortho),,1100,1100,1100,1100,1100,,,,
ORTH010,Chest tube insertion for pleural fluid/Haemothorax,,2500,2500,2500,2500,2500,,,,
ORTH011,Closed reduction,,1500,1500,1500,1500,1500,,,,
ORTH012,Club Foot Manipulation/Cast,,1100,1100,1100,1100,1100,,,,
ORTH013,Dressings - Large,,500,500,500,500,500,,,,
ORTH014,Dressings - Medium,,400,400,400,400,400,,,,
ORTH015,Dressings - Small,,200,200,200,200,200,,,,
ORTH016,Fig of 8 Bandage,,600,600,600,600,600,,,,
ORTH017,Finger Nail Removal (Single),,1100,1100,1100,1100,1100,,,,
ORTH018,Intra-Articular Injection-Knee/Ankle/Wrist/Shoulde,,1100,1100,1100,1100,1100,,,,
ORTH019,K- wire removal,,1000,1000,1000,1000,1000,,,,
ORTH020,Lacerated wound Repair/ Suturing - (>10 stitches),,1100,1100,1100,1100,1100,,,,
ORTH021,Lacerated Wound repair/Suturing: (5 to 10 sutures),,900,900,900,900,900,,,,
ORTH022,Local Infiltration of LA / Steroids,,740,740,740,740,740,,,,
ORTH023,Manipulation for Pulled Elbow,,450,450,450,450,450,,,,
ORTH024,Minor Debridement,,1500,1500,1500,1500,1500,,,,
ORTH025,POP application - Large,,900,900,900,900,900,,,,
ORTH026,POP application - Medium,,700,700,700,700,700,,,,
ORTH027,POP application - Small,,500,500,500,500,500,,,,
ORTH028,POP slab without reduction - AE/AK/Boot,,800,800,800,800,800,,,,
ORTH029,POP slab without reduction - BE/BK,,900,900,900,900,900,,,,
ORTH030,Removal of POP,,600,600,600,600,600,,,,
ORTH031,Removal of Scotch Cast,,740,740,740,740,740,,,,
ORTH032,RJ Bandage / Strapping,,900,900,900,900,900,,,,
ORTH033,Suture removal -Large (Ortho),,450,450,450,450,450,,,,
ORTH034,Suture removal -Small (Ortho),,150,150,150,150,150,,,,
ORTH035,Wound Debridement-Medium,,1200,1200,1200,1200,1200,,,,
ORTH036,Wound Debridemnt - Small,,800,800,800,800,800,,,,
ORTH037,Joint Aspiration (Single Joint) - OPD,,300,300,300,300,300,,,,
ORTH038,Foreign Body Removal (Ortho),,500,500,500,500,500,,,,
ORTH039,K wire removal (OPD)   (up to 2 ),,800,800,800,800,800,,,,
ORTH040,K wire removal (OPD) >2,,900,900,900,900,900,,,,
ORTH041,Lacerated wound Repair/ Suturing-(2 to 5 sutures),,800,800,800,800,800,,,,
ORTH042,Minor Debridement,,1500,1500,1500,1500,1500,,,,
ORTH043,Paronychia - I & D (Ortho),,900,900,900,900,900,,,,
ORTH044,Skin traction,,900,900,900,900,900,,,,
ORTH045,Tendon Release / Tenotomy–Tendon Release / Tenotomy,,500,500,500,500,500,,,,
OT01,Computer Assisted Surgery Bilateral,,30000,30000,30000,30000,30000,,,,
OT02,DERMA,,20000,20000,20000,20000,20000,,,,
Ped001,Bone Marrow Aspiration & Biopsy (under 16 years age) (Paed),,2050,2050,2050,2050,2050,,,,
Ped002,Bronchoscopy Flexible (Paed),,3550,3550,3550,3550,3550,,,,
Ped003,Catheterization (Paed),,1700,1700,1700,1700,1700,,,,
Ped004,CHEST TUBE INSERTION - NICU,,1300,1300,1300,1300,1300,,,,
Ped005,CHEST TUBE INSERTION - PICU,,2900,2900,2900,2900,2900,,,,
Ped006,ENDOTRACHEAL INTUBATION (ONCE IN 4 DAYS),,1050,1050,1050,1050,1050,,,,
Ped007,Endotracheal Intubation (Pead ),,830,830,830,830,830,,,,
Ped008,Immunisation Charge,,710,710,710,710,710,,,,
Ped009,Neonatal Care,,3050,3050,3050,3050,3050,,,,
Ped010,Oto acoustic emission - Repeat (OAE),,690,690,690,690,690,,,,
Ped011,Oto acoustic emission (OAE),,690,690,690,690,690,,,,
Ped012,Parenteral Sedation (Radiology),,2650,2650,2650,2650,2650,,,,
Ped013,PERITONEAL DIALYSIS PER 24 HRS - INITATION,,3550,3550,3550,3550,3550,,,,
Ped014,PERITONEAL DIALYSIS PER 24 HRS - MANIPULATION,,1100,1100,1100,1100,1100,,,,
Ped015,PICC Line (pead),,3700,3700,3700,3700,3700,,,,
Ped016,Pleural Tap (Paed),,1550,1550,1550,1550,1550,,,,
Ped017,PREPUCIAL ADHENOLYSIS,,1250,1250,1250,1250,1250,,,,
Ped018,RECTAL BIOPSY,,4200,4200,4200,4200,4200,,,,
Ped019,Umbilical arterial cannulations,,2200,2200,2200,2200,2200,,,,
Ped020,Umbilical Arterial Cathererisation/Umbilical Venou,,1150,1150,1150,1150,1150,,,,
Ped021,Umbilical venous cannulations,,1600,1600,1600,1600,1600,,,,
PHY001,Neuro Physiotherapy Consultation (Mind),,450,450,450,450,450,,,,
PHY002,Neuro Rehabilitation Program (6 Visits),,2650,2650,2650,2650,2650,,,,
PHY003,Neuro Rehabilitation Program (Mind),,560,560,560,560,560,,,,
PHY004,PT 104 Balance Trainer (6 Visits Package),,21100,21100,21100,21100,21100,,,,
PHY005,PT001 Consultation,,450,450,450,450,450,,,,
PHY006,PT002 Hot Fomentation (HP),,100,100,100,100,100,,,,
PHY007,PT002 Hot Fomentation (HP) ( 6 Visits Package ),,600,600,600,600,600,,,,
PHY008,PT003 Cold Pack (CP) ( 6 Visits Package),,600,600,600,600,600,,,,
PHY009,PT003 Cold Packs (CP),,100,100,100,100,100,,,,
PHY010,PT004 WAX THERAPY (WB),,170,170,170,170,170,,,,
PHY011,PT004 WAX THERAPY (WB) ( 6VISITS PACKAGE),,820,820,820,820,820,,,,
PHY012,PT005 INTERMITTENT TRACTIION (IT),,210,210,210,210,210,,,,
PHY013,PT005 INTERMITTENT TRACTION (IT) (6 VISITS PACKAGE),,1050,1050,1050,1050,1050,,,,
PHY014,PT006 SHORT-WAVE DIATHERMY (SWD),,200,200,200,200,200,,,,
PHY015,PT006 SHORT-WAVE DIATHERMY (SWD) ( 6 VISITS PACKAGE),,960,960,960,960,960,,,,
PHY016,PT007 MICRO-WAVE DIATHERMY (MWD),,200,200,200,200,200,,,,
PHY017,PT007 MICRO-WAVE DIATHERMY (MWD) (6 VISITS PACKAGE),,960,960,960,960,960,,,,
PHY018,PT008 TENS,,100,100,100,100,100,,,,
PHY019,PT008 TENS ( 6 VISITS PACKAGE),,600,600,600,600,600,,,,
PHY020,PT009 ULTRASOUND THERAPY (US),,100,100,100,100,100,,,,
PHY021,PT009 ULTRASOUND THERAPY (US) (6 VISITS PACKAGE),,600,600,600,600,600,,,,
PHY022,PT010 INTERFERENTIAL THERAPY (IFT),,100,100,100,100,100,,,,
PHY023,PT010 INTERFERENTIAL THEREPY (IFT) (6 VISITS PACKAGE),,600,600,600,600,600,,,,
PHY024,PT011 THERAPEUTIC EXERCISES,,390,390,390,390,390,,,,
PHY025,PT011 THERAPEUTIC EXERCISES (6 VISITS PACKAGE),,2000,2000,2000,2000,2000,,,,
PHY026,PT012 SUPERVISED GEN COND. EX & GYM USE,,330,330,330,330,330,,,,
PHY027,PT012 SUPERVISED GEN COND. EX. & GYM USE ( 6 VISITS PACKAGE),,1650,1650,1650,1650,1650,,,,
PHY028,PT013 TREATMENT TO ADDITIONAL AREA,,330,330,330,330,330,,,,
PHY029,PT013 TREATMENT TO ADDITIONAL AREA (6 VISITS PACKAGE),,1650,1650,1650,1650,1650,,,,
PHY030,PT014 MYO-FASCIA RELEASE,,250,250,250,250,250,,,,
PHY031,PT014 MYO-FASCIAL RELEASE (6 VISITS PACKAGE),,1450,1450,1450,1450,1450,,,,
PHY032,PT015 COMBINATION OF UPPER (3) MODALITIES (12 SESSIONS),,5450,5450,5450,5450,5450,,,,
PHY033,PT016 Additional Upper Modaliities (12 Sessions),,1850,1850,1850,1850,1850,,,,
PHY034,PT017 TREATMENT TO ADDITIONAL AREA (12 SESSIONS),,2750,2750,2750,2750,2750,,,,
PHY035,PT018 COMBINATION OF UPPER (3) MODALITIES (18 SESSIONS),,8250,8250,8250,8250,8250,,,,
PHY036,PT019 ADDITIONAL UPPER MODALITIES (18 SESSIONS),,2750,2750,2750,2750,2750,,,,
PHY037,PT020 TREATMENT TO ADDITIONAL AREA ( 18 SESSIONS),,4150,4150,4150,4150,4150,,,,
PHY038,PT022 ADDITIONAL UPPER MODALITIES (24 SESSIONS),,3600,3600,3600,3600,3600,,,,
PHY039,PT023 TREATMENT TO ADDITIONAL AREA (24 SESSIONS),,5000,5000,5000,5000,5000,,,,
PHY040,PT024 MICROCURRENT THERAPY,,820,820,820,820,820,,,,
PHY041,PT024 MICROCURRENT THERAPY (6 VISITS PACKAGE),,1450,1450,1450,1450,1450,,,,
PHY042,PT025 NEUROPROBE THERAPY,,290,290,290,290,290,,,,
PHY043,PT025 NEUROPROBE THERAPY (6 VISITS PACKAGE),,1450,1450,1450,1450,1450,,,,
PHY044,PT026 LASER THERAPY,,440,440,440,440,440,,,,
PHY045,PT026 LASER THERAPY (6 VISITS PACKAGE),,2100,2100,2100,2100,2100,,,,
PHY046,PT027 MUSCLE STIMULATION,,200,200,200,200,200,,,,
PHY047,PT027 MUSCLE STIMULATION (6 VISITS PACKAGE),,2200,2200,2200,2200,2200,,,,
PHY048,PT028 IONTOPHORESES THERAPY,,460,460,460,460,460,,,,
PHY049,PT028 IONTOPHORESES THERAPY (6 VISITS PACKAGE),,2200,2200,2200,2200,2200,,,,
PHY050,PT029 CRYOTHERAPY,,460,460,460,460,460,,,,
PHY051,PT029 CRYOTHERAPY (6 VISITS PACKAGE),,2200,2200,2200,2200,2200,,,,
PHY052,PT030 FLUIDOTHERAPY,,460,460,460,460,460,,,,
PHY053,PT031 COMPRESSION THERAPY,,460,460,460,460,460,,,,
PHY054,PT031 COMPRESSION THERAPY (6 VISITS PACKAGE),,2200,2200,2200,2200,2200,,,,
PHY055,PT032 WHIRLPOOL THERAPY,,590,590,590,590,590,,,,
PHY056,PT032 WHIRLPOOL THERAPY (6 VISITS PACKAGE),,2850,2850,2850,2850,2850,,,,
PHY057,PT033 LYMPHTIC MASSAGE,,530,530,530,530,530,,,,
PHY058,PT034 PARAPLEGIA (EXERCISE),,480,480,480,480,480,,,,
PHY059,PT034 PARAPLEGIA (EXERCISE) (6 VISITS PACKAGE),,2300,2300,2300,2300,2300,,,,
PHY060,PT035 HEMIPLEGIA (EXERCISE),,480,480,480,480,480,,,,
PHY061,PT035 HEMIPLEGIA (EXERCISE) (6 VISITS PACKAGE),,2300,2300,2300,2300,2300,,,,
PHY062,PT036 BELLS PALSY (M.STIM+EXS.),,540,540,540,540,540,,,,
PHY063,PT036 BELLS PALSY (M.STIM+EXS.) (6 VISITS PACKAGE),,2650,2650,2650,2650,2650,,,,
PHY064,PT037 CHEST PHYSIOTHERAPY,,300,300,300,300,300,,,,
PHY065,PT037 CHEST PHYSIOTHERAPY (6 VISITS PACKAGE),,1800,1800,1800,1800,1800,,,,
PHY066,PT038 POSTURAL DRAINAGE,,450,450,450,450,450,,,,
PHY067,PT039 GAIT TRAINING/CRUTCHES TRAINING,,440,440,440,440,440,,,,
PHY068,PT039 GAIT TRAINING/CRUTCHES TRAINING (6 VISITS PACKAGE),,2100,2100,2100,2100,2100,,,,
PHY069,PT040 EXERCISES +  GAIT TRAINING,,550,550,550,550,550,,,,
PHY070,PT040 EXERCISES +  GAIT TRAINING (6 VISITS PACKAGE),,2750,2750,2750,2750,2750,,,,
PHY071,PT041 PRE-NATAL EXERCISES INDIVIDUAL,,390,390,390,390,390,,,,
PHY072,PT042 PRE-NATAL EXERCISES GROUP,,390,390,390,390,390,,,,
PHY073,PT043 POST NATAL EXERCISES INDIVIDUAL,,390,390,390,390,390,,,,
PHY074,PT046 MISC. MODALITY & PROCEDURE,,390,390,390,390,390,,,,
PHY075,PT046 MISC. MODALITY & PROCEDURE (6 VISITS PACKAGE),,1850,1850,1850,1850,1850,,,,
PHY076,Physiotherapy - Per Day Home Visit Charges,,1500,1500,1500,1500,1500,,,,
PHY077,PT048 Home visit (15 visits package),,10300,10300,10300,10300,10300,,,,
PHY078,PT048 Home visit (30 visits package),,18200,18200,18200,18200,18200,,,,
PHY079,PT048 HOME VISITS (6 VISITS PACKAGE ),,2950,2950,2950,2950,2950,,,,
PHY080,PT049 Physiotherapy Doctor visit to ICU/CCU/SICU,,630,630,630,630,630,,,,
PHY081,PT050 Additional Doctor visit to ICU/CCU/SICU (Night),,760,760,760,760,760,,,,
PHY082,PT052 PT Out patient rehab visit,,560,560,560,560,560,,,,
PHY083,PT052 PT Outpatient REHAB Visit (6 Visits Package),,2750,2750,2750,2750,2750,,,,
PHY084,PT053 OT Out patient rehab visit,,560,560,560,560,560,,,,
PHY085,PT054 PT Outpatient ONCO REHAB Visit,,880,880,880,880,880,,,,
PHY086,PT056 Occupational Therapy – Single Visit,,520,520,520,520,520,,,,
PHY087,PT057 Occupational Therapy – 6 Visit Package,,2500,2500,2500,2500,2500,,,,
PHY088,PT057 PT Outpatient ONCO LYMPHODEMA REHAB Visit (6,,2750,2750,2750,2750,2750,,,,
PHY089,PT058 Supervised Therapeutic Fitness Program for s,,820,820,820,820,820,,,,
PHY090,PT059 Supervised Therapeutic Fitness Program for p,,1450,1450,1450,1450,1450,,,,
PHY091,PT093 Long Wave Diathermy,,180,180,180,180,180,,,,
PHY092,PT093 Long Wave Diathermy (6 Visits Package),,880,880,880,880,880,,,,
PHY093,PT094 Unweighing Gait Training,,490,490,490,490,490,,,,
PHY094,PT094 Unweighing Gait Training (6 Visits Package),,2400,2400,2400,2400,2400,,,,
PHY095,PT095 Unweighing Gait Training + Exercises,,750,750,750,750,750,,,,
PHY096,PT095 Unweighing Gait Training + Exercises (6 Visi,,3700,3700,3700,3700,3700,,,,
PHY097,PT096 Gynae Package (LSCS - 6 Visits),,1750,1750,1750,1750,1750,,,,
PHY098,PT096 Gynae Package (Normal Delivery - 4 Visits),,1200,1200,1200,1200,1200,,,,
PHY099,PT097 Special Physiotherapy OPD Package - 10 days,,2850,2850,2850,2850,2850,,,,
PHY100,PT097 Special Physiotherapy OPD Package - 7 days,,2000,2000,2000,2000,2000,,,,
PHY101,PT098 Monitored Tilt Table Training,,230,230,230,230,230,,,,
PHY102,PT098 Monitored Tilt Table Training (6 Visits Pack,,1150,1150,1150,1150,1150,,,,
PHY103,PT099 EMG Biofeedback Training,,440,440,440,440,440,,,,
PHY104,PT099 EMG Biofeedback Training (6 Visits Package),,2100,2100,2100,2100,2100,,,,
PHY105,PT100 TKR/THR Package - 6 days + 5 Home visits,,10950,10950,10950,10950,10950,,,,
PHY106,PT101 Special Physiotherapy IPD Package - 7 days,,3700,3700,3700,3700,3700,,,,
PHY107,PT102 NSICU 5 Days Package,,7350,7350,7350,7350,7350,,,,
PHY108,PT104 Continuous Passive Mobiliser (CPM),,250,250,250,250,250,,,,
PHY109,PT104 CONTINUOUS PASSIVE MOBILISER (CPM) (6 VISITS PACKAGE),,1200,1200,1200,1200,1200,,,,
PHY110,"PT105 Short Period Exercises (up to30mins,chest",,1850,1850,1850,1850,1850,,,,
PHY111,PT108 Balance Trainer,,530,530,530,530,530,,,,
PHY112,PT108 Balance Trainer (6 Visits Package),,2650,2650,2650,2650,2650,,,,
PHY113,PT109 Vital Stim,,1750,1750,1750,1750,1750,,,,
PHY114,PT109 Vital Stim (6 Visits Package),,8550,8550,8550,8550,8550,,,,
PHY115,PT110 Training Program for interns/therapists (3 M,,16550,16550,16550,16550,16550,,,,
PHY116,PT110 Training Program for interns/therapists (6 M),,27600,27600,27600,27600,27600,,,,
PHY117,PT110 Training Program for interns/therapists (9 M),,38650,38650,38650,38650,38650,,,,
PHY118,PT111 Quadriplegia (Exercise),,510,510,510,510,510,,,,
PHY119,PT111 Quadriplegia (Exercise) (6 Visits Package),,2950,2950,2950,2950,2950,,,,
PHY120,PT112 Acupressure Therapy,,450,450,450,450,450,,,,
PHY121,PT112 Acupressure Therapy (10 VISITS PACKAGE),,3050,3050,3050,3050,3050,,,,
PHY122,PT112 Acupressure Therapy (7 VISITS PACKAGE),,2200,2200,2200,2200,2200,,,,
PHY123,PT115 Magnet Therapy,,460,460,460,460,460,,,,
PHY124,PT115 Magnet Therapy (10 VISITS PACKAGE),,3150,3150,3150,3150,3150,,,,
PHY125,PT115 Magnet Therapy (7 VISITS PACKAGE),,2300,2300,2300,2300,2300,,,,
PHY126,PT117 Physio Arthroplasty IP Package-5 days,,5000,5000,5000,5000,5000,,,,
PHY127,PT118 Functional Electric Stimulation- FES,,560,560,560,560,560,,,,
PHY128,PT118 Functional Electric Stimulation-FES (7 Visit,,3250,3250,3250,3250,3250,,,,
PHY129,PT119 Repeated Transc Magnetic Stimulat-rTMS (15 V,,16550,16550,16550,16550,16550,,,,
PHY130,PT119 Repeated Transcran Magnetic Stimul-rTMS (10 ,,12350,12350,12350,12350,12350,,,,
PHY131,PT119 Repeated Transcranial Magnet Stimulati- rTMS,,1650,1650,1650,1650,1650,,,,
PHY132,PT119 Repeated Transcranial Magnetic Stimulation-r,,9550,9550,9550,9550,9550,,,,
PHY133,PT120 Electroacupressure Therapy,,450,450,450,450,450,,,,
PHY134,PT120 Electroacupressure Therapy (7 Visits Package,,2200,2200,2200,2200,2200,,,,
PHY135,PT122 Restorative Physiotherapy Package (15 Days),,40350,40350,40350,40350,40350,,,,
PHY136,Wax Therapy,,170,170,170,170,170,,,,
PHY137,Limb Physiotherapy,,300,300,300,300,300,,,,
PHY138,Muscle Stimulator,,200,200,200,200,200,,,,
PHY139,Ultrasonic -Tens Therapy - Physio (6 Days PKG),,900,900,900,900,900,,,,
PLS001,Application of Vacum Assisted closure (Plastic Sur,,6050,6050,6050,6050,6050,,,,
PLS002,Botox for Additional Areas(per area in OPD),,3400,3400,3400,3400,3400,,,,
PLS003,Dressing - Large (Plas. Surg),,2950,2950,2950,2950,2950,,,,
PLS004,Dressing - Medium (Plastic Surgery),,1950,1950,1950,1950,1950,,,,
PLS005,Dressing - Small (Plastic Surgery),,1350,1350,1350,1350,1350,,,,
PLS006,Dressing Extra Large (Plastic -Surg),,9500,9500,9500,9500,9500,,,,
PLS007,Dressing Post discharge,,690,690,690,690,690,,,,
PLS008,Ear Lobuloplasty (B/L),,8200,8200,8200,8200,8200,,,,
PLS009,Ear Lobuloplasty (U/L),,5000,5000,5000,5000,5000,,,,
PLS010,Skin lesion - Medium,,5650,5650,5650,5650,5650,,,,
PLS011,Skin lesion - Small,,4050,4050,4050,4050,4050,,,,
PLS012,Wound Repair - Medium ( Plastic Surgery ),,7900,7900,7900,7900,7900,,,,
PSY001,Bed-side neuropsychological assessments,,1600,1600,1600,1600,1600,,,,
PSY002,Child Development Assessment Package,,3700,3700,3700,3700,3700,,,,
PSY003,"Clinical Assessment (MMSE,HADS)",,420,420,420,420,420,,,,
PSY004,"Comprehensive Assessment (IQ, SLD, Projective)(Adu",,2650,2650,2650,2650,2650,,,,
PSY005,Comprehensive Psychological Assessment Type I,,4350,4350,4350,4350,4350,,,,
PSY006,Family Therapy Session,,2100,2100,2100,2100,2100,,,,
